id,severity,dtp_cat,dead_count,injured_count,participants,peop_in_car,veh_category,participant_violations,region,address,exp,child,pedestr,bump,light,village,city,highway,gender,speed,low_distance,op_way,give_way,red_light,bad_grip,bad_visibility,precip,cloudy,fog_snowstorm,houses,yard_exit,r_roadcross,nr_roadcross,school,bridge,industry,mall,long,lat,rwd,awd,fwd,weight,power,vehicle_age,month,d_week,weekday,time_of_day,week,pickup_cluster,distance
2719102,2,Столкновение,0,2,4,2,0,Неправильный выбор дистанции,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 46 км",3.0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.745947,58.224421,0,0,1,1100,85,6.0,3,1,0,5,12,13,45.10254679860695
2719102,1,Столкновение,0,2,4,2,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 46 км",17.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.745947,58.224421,0,0,1,1500,150,14.0,3,1,0,5,12,13,45.10254679860695
2948759,1,Съезд с дороги,0,1,1,1,0,"Нарушение правил расположения ТС на проезжей части, Другие нарушения ПДД водителем",Шимский район,"рп Шимск, ул Новгородская, 33",51.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.726936,58.213284,0,0,1,1200,90,9.0,2,1,0,6,8,13,46.7677734894494
2747921,1,Съезд с дороги,0,1,1,1,0,Несоответствие скорости конкретным условиям движения,Шимский район,"Уторгош-Передольская, 6 км",15.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30.272859,58.329272,0,0,1,1800,200,20.0,8,4,0,2,34,5,61.90643592742791
2909440,1,Наезд на пешехода,0,1,2,1,1,"Нарушение требований сигналов светофора, Непредоставление преимущества в движении пешеходу",Шимский район,"рп Шимск, ул Ленина, 17",32.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,30.715563,58.211023,0,0,1,2500,100,18.0,10,3,0,4,41,13,47.40355752122946
2909441,0,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Шимский район,"рп Шимск, ул Ленина, 3",46.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.718846,58.209565,0,1,0,1300,80,14.0,10,4,0,3,40,13,47.3927055910951
2455234,1,Съезд с дороги,0,1,1,1,1,Нарушение правил расположения ТС на проезжей части,Шимский район,"рп Шимск, ул Новгородская, 34",6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30.726861,58.213312,0,0,1,2500,100,15.0,8,5,1,4,32,13,46.768434438211706
3032247,1,Столкновение,0,1,3,1,0,Нарушение правил расположения ТС на проезжей части,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.658647,58.236397,0,0,1,1300,120,18.0,9,3,0,5,36,13,47.792023665426385
3032247,1,Столкновение,0,1,3,1,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.658647,58.236397,1,0,0,3000,150,8.0,9,3,0,5,36,13,47.792023665426385
3032247,2,Столкновение,0,1,3,1,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",31.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.658647,58.236397,0,0,1,2500,120,16.0,9,3,0,5,36,13,47.792023665426385
2451943,2,Столкновение,0,1,2,1,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",6.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.6644,58.2383,1,0,0,1000,80,8.0,12,0,0,5,52,13,47.40029884618788
2451943,1,Столкновение,0,1,2,1,0,Несоблюдение очередности проезда,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",8.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.6644,58.2383,0,0,1,1400,150,1.0,12,0,0,5,52,13,47.40029884618788
2455760,0,Съезд с дороги,0,2,4,4,0,Нарушение правил расположения ТС на проезжей части,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.659173,58.236165,0,1,0,1500,150,3.0,6,6,1,2,24,13,47.78645987562612
2454019,1,Столкновение,0,2,3,1,0,"Нарушение правил расположения ТС на проезжей части, Управление в состоянии переутомления, сон за рулём, Несоблюдение требований ОСАГО",Шимский район,"Медведь-Батецкий, 0 км",12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.6653,58.2394,0,0,1,1300,130,9.0,5,4,0,7,21,13,47.27921026174606
2455648,1,Опрокидывание,0,1,1,1,1,"Управление транспортным средством при наличии неисправностей или условий, при которых эксплуатация транспортного средства запрещена, Другие нарушения ПДД водителем",Шимский район,"Медведь-Батецкий, 4 км",2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,30.592954,58.314567,1,0,0,12000,400,8.0,10,3,0,5,41,13,45.71680041527213
2454737,1,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Шимский район,"рп Шимск, ул Новгородская, 34",12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.727118,58.213425,0,0,1,1200,98,13.0,1,4,0,2,4,13,46.74900627394354
2450025,1,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Шимский район,"рп Шимск, ул Новгородская, 6",28.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.721604,58.210164,0,0,1,2000,150,9.0,12,3,0,6,51,13,47.23456720064996
2452129,1,Съезд с дороги,0,1,1,1,0,"Нарушение правил расположения ТС на проезжей части, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Шимский район,"рп Шимск, ул Новгородская, 28",8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30.7253,58.2125,0,0,1,1400,130,9.0,5,1,0,5,20,13,46.89676162173181
2452534,0,Наезд на пешехода,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Шимский район,"рп Шимск, ул Новгородская, 33",9.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.727108,58.213403,0,0,1,1100,75,6.0,10,6,1,6,40,13,46.75120819265124
2449475,0,Наезд на велосипедиста,0,1,2,1,0,Нарушение правил проезда пешеходного перехода,Шимский район,"рп Шимск, ул Новгородская, 6",10.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.7492,58.205,0,0,1,1400,110,5.0,6,6,1,5,22,13,46.59594324705725
2451100,2,Наезд на препятствие,0,1,1,1,0,Нарушение правил расположения ТС на проезжей части,Шимский район,"Шимск-Старая Русса-Локня-Невель, 9 км",7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.876764,58.193832,1,0,0,1000,80,14.0,3,4,0,2,12,13,43.176506072094476
2451637,0,Наезд на пешехода,0,1,2,1,0,Нарушение правил расположения ТС на проезжей части,Шимский район,"с Медведь, ул Саши Куликова, 3",10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.506944,58.303333,0,0,1,850,60,4.0,6,3,0,6,26,13,50.69513552581647
2452454,1,Съезд с дороги,0,1,1,1,0,Несоответствие скорости конкретным условиям движения,Шимский район,"Медведь-Батецкий, 0 км",15.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.659387,58.23673,0,0,1,800,50,14.0,1,0,0,5,5,13,47.735058934111535
2452455,1,Столкновение,0,1,2,1,0,,Шимский район,"рп Шимск, ул Ленина, 1",12.0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.71993,58.209017,1,0,0,1000,80,17.0,1,0,0,5,5,13,47.39488324354596
2452455,0,Столкновение,0,1,2,1,0,"Неправильный выбор дистанции, Несоответствие скорости конкретным условиям движения",Шимский район,"рп Шимск, ул Ленина, 1",14.0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.71993,58.209017,0,0,1,1600,140,19.0,1,0,0,5,5,13,47.39488324354596
2530599,1,Опрокидывание,0,1,1,1,1,Несоответствие скорости конкретным условиям движения,Шимский район,"Шимск-Старая Русса-Локня-Невель, 2 км",17.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.758758,58.198937,0,0,1,2500,130,7.0,12,2,0,4,53,13,46.75363261013987
2615919,0,Столкновение,0,1,4,2,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 48 км",30.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.719941,58.209175,0,0,1,1100,75,12.0,8,6,1,6,34,13,47.381466087396014
2615919,0,Столкновение,0,1,4,2,0,Выезд на полосу встречного движения,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 48 км",14.0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.719941,58.209175,0,0,1,1500,150,14.0,8,6,1,6,34,13,47.381466087396014
2453348,2,Столкновение,1,2,5,1,0,Неправильный выбор дистанции,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 41 км",7.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.796791,58.254211,0,1,0,1500,150,12.0,9,5,1,2,36,13,40.64979778188163
2453348,2,Столкновение,1,2,5,2,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 41 км",31.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.796791,58.254211,0,0,1,1300,110,8.0,9,5,1,2,36,13,40.64979778188163
2453348,2,Столкновение,1,2,5,2,0,Светопропускание стекол менее нормативного,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 41 км",10.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.796791,58.254211,0,1,0,1500,150,6.0,9,5,1,2,36,13,40.64979778188163
2449581,1,Съезд с дороги,0,1,1,1,0,Несоответствие скорости конкретным условиям движения,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 52 км",9.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,30.658743,58.236385,0,1,0,2000,300,0.0,11,6,1,4,45,13,47.78874543257857
2454463,1,Столкновение,0,2,4,1,1,,Шимский район,"рп Шимск, ул Ленина, 28",25.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.715134,58.211221,0,1,0,1700,150,5.0,3,4,0,2,12,13,47.404462479419415
2454018,1,Наезд на велосипедиста,0,1,2,1,2,,Шимский район,"рп Шимск, ул Новгородская, 34",41.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.7183,58.2019,0,0,1,12000,250,11.0,5,1,0,5,18,13,48.04631902388139
2452332,1,Столкновение,0,3,5,4,0,Несоблюдение требований ОСАГО,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 45 км",3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.74567,58.22411,0,1,0,1500,150,11.0,8,3,0,6,32,13,45.139020962475584
2452332,0,Столкновение,0,3,5,1,0,Неправильный выбор дистанции,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 45 км",10.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30.74567,58.22411,0,1,0,2000,250,15.0,8,3,0,6,32,13,45.139020962475584
2449680,2,Столкновение,0,1,2,1,0,,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 51 км",18.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.675,58.2189,0,0,1,1200,90,11.0,1,4,0,5,2,13,48.42908305679186
2449680,1,Столкновение,0,1,2,1,0,Несоответствие скорости конкретным условиям движения,Шимский район,"Р-56 Великий Новгород - Сольцы - Порхов - Псков, 51 км",30.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.675,58.2189,0,1,0,1800,200,6.0,1,4,0,5,2,13,48.42908305679186
2451357,0,Столкновение,0,1,2,1,0,Нарушение правил расположения ТС на проезжей части,Шимский район,"рп Шимск, ул Ленина, 22",7.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.71615,58.21061,0,0,1,1100,70,14.0,9,0,0,3,38,13,47.413968447453904
2451357,1,Столкновение,0,1,2,1,0,,Шимский район,"рп Шимск, ул Ленина, 22",15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30.71615,58.21061,0,0,1,1200,75,5.0,9,0,0,3,38,13,47.413968447453904
2453237,1,Столкновение,0,3,3,1,0,"Несоответствие скорости конкретным условиям движения, Управление транспортным средством при наличии неисправностей или условий, при которых эксплуатация транспортного средства запрещена",Шимский район,"рп Шимск, ул Старорусская, 26",3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,30.732515,58.200837,0,0,1,1400,150,15.0,6,4,0,7,24,13,47.58441019044401
2453237,1,Столкновение,0,3,3,2,0,,Шимский район,"рп Шимск, ул Старорусская, 26",12.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,30.732515,58.200837,0,1,0,1300,80,5.0,6,4,0,7,24,13,47.58441019044401
2540545,1,Съезд с дороги,0,1,1,1,0,Нарушение правил расположения ТС на проезжей части,Шимский район,"Шимск-Старая Русса-Локня-Невель, 19 км",53.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.026142,58.171664,0,0,1,700,50,18.0,1,1,0,3,1,17,41.55886907622031
2454244,1,Опрокидывание,0,2,3,3,0,Несоответствие скорости конкретным условиям движения,Шимский район,"рп Шимск, ул Старорусская, 26",4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30.733459,58.200317,0,0,1,1200,90,11.0,7,5,1,6,28,13,47.591874948934404
2454342,1,Столкновение,0,2,2,1,0,,Шимский район,"Шимск-Феофилова Пустынь, 9 км",6.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.528603,58.293332,0,0,1,1300,150,13.0,8,0,0,5,34,13,50.15521848805745
2454342,1,Столкновение,0,2,2,1,0,Несоблюдение очередности проезда перекрестков,Шимский район,"Шимск-Феофилова Пустынь, 9 км",11.0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,30.528603,58.293332,0,0,1,1500,130,1.0,8,0,0,5,34,13,50.15521848805745
2453547,2,Столкновение,0,1,2,1,0,"Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения",Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 568 км",1.0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,31.8822,58.9189,0,0,1,1300,150,28.0,2,0,0,0,9,10,56.473531339659075
2453547,1,Столкновение,0,1,2,1,2,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 568 км",9.0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,31.8822,58.9189,0,1,0,1600,150,5.0,2,0,0,0,9,10,56.473531339659075
3018537,0,Столкновение,0,1,2,1,1,Нарушение требований сигналов светофора,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",26.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31.513767,58.921885,1,0,0,12000,500,8.0,8,0,0,4,35,14,46.55130541834829
3018537,1,Столкновение,0,1,2,1,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",33.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31.513767,58.921885,0,1,0,1500,150,18.0,8,0,0,4,35,14,46.55130541834829
2454601,0,Столкновение,0,1,2,1,1,Неправильный выбор дистанции,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",26.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,31.501667,58.916667,0,0,1,1500,180,11.0,7,4,0,6,29,14,45.78987268772445
2454601,1,Столкновение,0,1,2,1,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",34.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,31.501667,58.916667,0,0,1,1400,120,3.0,7,4,0,6,29,14,45.78987268772445
2719061,1,Наезд на пешехода,0,1,2,1,1,"Нарушение режима труда и отдыха водителя, Несоблюдение требований ОСАГО, Непредоставление преимущества в движении пешеходу",Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 552 км",22.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,31.488404,58.877484,1,0,0,8000,400,18.0,1,3,0,5,4,14,41.40511718958972
2772717,1,Столкновение,0,5,9,6,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",27.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,31.51469,58.923137,0,0,1,1300,100,3.0,10,0,0,5,41,14,46.70004127772493
2772717,2,Столкновение,0,5,9,3,0,Нарушение требований сигналов светофора,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",2.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,31.51469,58.923137,0,0,1,1200,120,8.0,10,0,0,5,41,14,46.70004127772493
2454242,1,Столкновение,0,1,2,1,1,Выезд на полосу встречного движения,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",33.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,31.51351,58.921531,1,0,0,12000,400,11.0,7,2,0,2,27,14,46.50932031143782
2454242,2,Столкновение,0,1,2,1,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",13.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,31.51351,58.921531,0,0,1,1200,87,6.0,7,2,0,2,27,14,46.50932031143782
3032225,0,Столкновение,0,1,3,1,0,"Неправильный выбор дистанции, Употребление водителем алкогольных напитков, наркотических, психотропных или иных одурманивающих веществ после дорожно-транспортного происшествия, к которому он причастен, до проведения освидетельствования с целью установления состояния опьянения или до принятия решения об освобождении от проведения такого освидетельствовани",Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",10.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.513885,58.92142,0,1,0,1300,80,0.0,9,4,0,6,36,14,46.50411756892141
3032225,1,Столкновение,0,1,3,1,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",12.0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.513885,58.92142,0,0,1,1500,150,12.0,9,4,0,6,36,14,46.50411756892141
3032225,0,Столкновение,0,1,3,1,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",24.0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31.513885,58.92142,0,0,1,1500,130,16.0,9,4,0,6,36,14,46.50411756892141
2455513,2,Наезд на пешехода,1,1,3,1,1,"Управление в состоянии переутомления, сон за рулём, Другие нарушения ПДД водителем",Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 583 км",10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31.6225,58.1401,0,0,1,2500,150,2.0,3,1,0,1,12,6,47.278919329863385
2455336,1,Столкновение,0,2,4,3,0,Неправильный выбор дистанции,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30.644722,58.554167,0,0,1,1300,120,8.0,8,3,0,2,34,13,36.444151976536205
2455336,0,Столкновение,0,2,4,1,1,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",35.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30.644722,58.554167,0,0,1,3000,150,3.0,8,3,0,2,34,13,36.444151976536205
2454144,0,Наезд на стоящее ТС,0,1,3,2,0,Неправильный выбор дистанции,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,31.5128,58.9206,0,0,1,1800,200,11.0,6,0,0,6,24,14,46.398306823481626
2454144,0,Наезд на стоящее ТС,0,1,3,1,0,,Чудовский район,"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление), 557 км",9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,31.5128,58.9206,0,0,1,1800,250,0.0,6,0,0,6,24,14,46.398306823481626
